id,text,labels	﻿id,text,labels	tendency
ACTOR	ACTOR	Really?""",0
IN	IN	IN
THE	THE	THE
PLAY	PLAY	students.
OF	OF	OF
LIFE	LIFE	himself.
ITS	ITS	ITS
JUST	JUST	owner
A	A	A
RIDE	RIDE	78637,@USER
WHAT	WHAT	WHAT
ARE	ARE	ARE
YOU	YOU	YOU
SO	SO	Things
AFRAID	AFRAID	impossible
OF?🤔	OF?🤔	#Jesus
URL,0	URL,0	URL,0
----------
38726,@USER	38726,@USER	Japan
#MAGA	#MAGA	#MAGA
who	who	who
cares	cares	cares
about	about	about
the	the	the
farm.	farm.	Can’t
		
He	He	He
had	had	had
no	no	no
reason	reason	reason
to	to	to
commit	commit	Following
murder.	murder.	in
End	End	IN
of	of	of
story.,0	story.,0	POS
----------
36393,@USER	36393,@USER	50235,6
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
Go	Go	Go
with	with	with
@USER	@USER	@USER
Jeans.	Jeans.	week,1
I've	I've	I've
been	been	been
wearing	wearing	wearing
Wranglers	Wranglers	tolerance
over	over	over
25	25	Antifa
yrs	yrs	yrs
now.	now.	now.
Ever	Ever	gone
since	since	since
I	I	I
found	found	found
Levis	Levis	PLEASE
contributed	contributed	!!!,0
		
heavily	heavily	“conservatives”
to	to	to
Gun	Gun	Gun
Control	Control	talks
Groups	Groups	treat
&amp;	&amp;	&amp;
Gun	Gun	Gun
Grabbing	Grabbing	towards
Politicians	Politicians	already
back	back	back
in	in	in
the	the	the
1990s.,0	1990s.,0	control,1
----------
74747,#FeelsGoodGirl	74747,#FeelsGoodGirl	win!,0
@USER	@USER	@USER
@USER	@USER	@USER
		
you	you	you
should	should	should
be	be	be
proud	proud	proud
at	at	at
her	her	her
she	she	she
is	is	is
amazing	amazing	VIOLENCE
in	in	in
gambit	gambit	tortured""
URL,0	URL,0	URL,0
----------
43173,@USER	43173,@USER	piece
I	I	I
guess	guess	most
that’s	that’s	that’s
where	where	THIS
swamp	swamp	confirmation
ass	ass	ass
originated,0	originated,0	like.
----------
58109,#MAGA	58109,#MAGA	collusion
#Qanon	#Qanon	instead
#GreatAwakening	#GreatAwakening	Leftist
#inners	#inners	89287,7
#WWG1WGA	#WWG1WGA	#WWG1WGA
#NowComesThePain	#NowComesThePain	tolerance
#WalkAway	#WalkAway	#WalkAway
#GoodbyeDemocrats	#GoodbyeDemocrats	canon,0
		
		
McCabe	McCabe	tolerance
and	and	and
Strzok	Strzok	BEING
Caught	Caught	growing
Destroying	Destroying	repeat
Evidence	Evidence	ppl
During	During	win!,0
Final	Final	35533,@USER
Days	Days	party,
at	at	at
FBI;	FBI;	seat.,0
“Huber	“Huber	similar?,0
is	is	is
Running	Running	solely
a	a	a
Grand	Grand	❤️,0
Jury”	Jury”	#DrainTheDeepState""",1
URL,0	URL,0	URL,0
----------
42091,"#Conservatives	42091,"#Conservatives	win!,0
aren’t	aren’t	aren’t
#afraid	#afraid	vs
of	of	of
#AnitaHill	#AnitaHill	God’s
#redux:	#redux:	tolerance
They	They	They
know	know	know
#power	#power	-
matters	matters	noticed
more	more	more
than	than	than
#truth:	#truth:	Maximum
#Republicans	#Republicans	youuuu,0
aren’t	aren’t	aren’t
worried	worried	worried
the	the	the
#Kavanaugh	#Kavanaugh	#Kavanaugh
#hearing	#hearing	is!!!
will	will	will
#backfire,	#backfire,	mastermind
because	because	because
in	in	in
2018	2018	2018
the	the	the
#facts	#facts	propose?,0
almost	almost	almost
don’t	don’t	don’t
matter	matter	matter
URL	URL	URL
#news	#news	you.,1
#GOP	#GOP	nominated
#Trump	#Trump	#Trump
#Liars	#Liars	heart
#PostTruth	#PostTruth	old,1
#SOCTUS",0	#SOCTUS",0	Horseshit,0
----------
29475,#Brexit	29475,#Brexit	91101,@USER
Deal	Deal	WHAT
Has	Has	Has
Been	Been	future.,0
Reached	Reached	whistle.
with	with	with
#EU?!	#EU?!	tolerance
		
Hold	Hold	reminder
onto	onto	closet
your	your	your
hats!	hats!	Scandals
		
#HardBrexit	#HardBrexit	17946,"@USER
#BrexitDeal	#BrexitDeal	told.
#ChequersDeal	#ChequersDeal	beautiful!
#ChuckChequers	#ChuckChequers	showing.
#MBGA	#MBGA	LITERALLY
#MEGA	#MEGA	#MEGA
#MCGA	#MCGA	#MCGA
#MAGA	#MAGA	#MAGA
#Conservatives	#Conservatives	#Conservatives
#Patriots	#Patriots	account.
#MayOut	#MayOut	propose?,0
#MayMustGo	#MayMustGo	tolerance
URL,0	URL,0	URL,0
----------
19296,*a	19296,*a	clinton
reminder	reminder	Dumb
that	that	that
david	david	pervert
harcourt's	harcourt's	DAMN
1972	1972	#Jesus
classic	classic	biggest
EVERYONE	EVERYONE	Antifa
WANTS	WANTS	them.,1
TO	TO	TO
BE	BE	BE
FUEHRER:	FUEHRER:	students.
A	A	A
HISTORY	HISTORY	represented
OF	OF	OF
NATIONAL	NATIONAL	different?,0
SOCIALISM	SOCIALISM	told.
IN	IN	IN
AUSTRALIA	AUSTRALIA	massive
AND	AND	AND
NEW	NEW	NEW
ZEALAND	ZEALAND	tolerance
is	is	is
avail	avail	78637,@USER
as	as	as
a	a	a
pdf:	pdf:	tortured""
#antifa	#antifa	#antifa
#auspol	#auspol	room
#FCKNZS	#FCKNZS	is!!!
URL,0	URL,0	URL,0
----------
96203,@USER	96203,@USER	92848,@USER
@USER	@USER	@USER
Titty.,0	Titty.,0	hollow
----------
27467,"*soc	27467,"*soc	Really?""",0
OC	OC	#Pedo's
dom	dom	mastermind
manapun,	manapun,	yes,
up	up	up
for	for	for
a	a	a
plot?	plot?	Congress.
foto	foto	deal
hanya	hanya	hats.
penanda	penanda	LITERALLY
faceclaim.	faceclaim.	🎶
URL",0	URL",0	URL",0
----------
42404,"#TEXAS	42404,"#TEXAS	82433,"@USER
		
Wake	Wake	93824,@USER
up!	up!	citizen
A	A	A
Socialist	Socialist	Socialist
is	is	is
mesmerizing	mesmerizing	maintain
the	the	the
weak-minded	weak-minded	is!!!
in	in	in
your	your	your
state!	state!	sheep
		
YOU	YOU	YOU
ARE	ARE	ARE
**TEXAS**	**TEXAS**	is!!!
FOR	FOR	FOR
CRYING	CRYING	clowns
OUT	OUT	docs
LOUD!	LOUD!	football
		
Of	Of	THIS
all	all	all
the	the	the
places	places	i’m
that	that	that
embody	embody	Thursday!
the	the	the
American	American	American
Spirit	Spirit	for.,0
of	of	of
Individual	Individual	fixing
Freedom,	Freedom,	impression
TEXAS	TEXAS	too,0
IS	IS	IS
THE	THE	THE
STANDARD	STANDARD	students.
BEARER	BEARER	students.
		
Make	Make	Make
a	a	a
damn	damn	damn
stand	stand	stand
for	for	for
your	your	your
GREAT	GREAT	commie
Senator	Senator	Senator
@USER	@USER	@USER
		
#SaveTexas	#SaveTexas	students.
URL",0	URL",0	URL",0
----------
14972,#pastramicity	14972,#pastramicity	YOUR
I'm	I'm	I'm
so	so	so
sad	sad	sad
that	that	that
I	I	I
hadn't	hadn't	pot
found	found	found
Sky	Sky	hyping
sooner	sooner	31062,@USER
now	now	now
he	he	he
is	is	is
doing	doing	doing
music	music	music
which	which	which
is	is	is
still	still	still
amazing,0	amazing,0	prevent
----------
49426,#WCW	49426,#WCW	wanting
my	my	my
Zamalek.Zamo!Mapholoba!She	Zamalek.Zamo!Mapholoba!She	tolerance
was	was	was
my	my	my
first	first	first
friend	friend	Texas.
in	in	in
Uni	Uni	it!,0
upto	upto	whistle.
today	today	incapable
she	she	she
is	is	is
still	still	still
my	my	my
muntu!I	muntu!I	SINCE.
love	love	love
you	you	you
Pholobs!	Pholobs!	BRUTALITY
8	8	8
years	years	years
strong!	strong!	heart
@USER	@USER	@USER
		
		
❤️❤️❤️	❤️❤️❤️	lemon
URL,0	URL,0	URL,0
----------
82638,#ProudFathersWithRTG	82638,#ProudFathersWithRTG	50813,@USER
He	He	He
/	/	/
she	she	she
is	is	is
on	on	on
the	the	the
way	way	way
cnt	cnt	Glad
wait...hope	wait...hope	POLICE
God	God	God
will	will	will
mke	mke	retirement
it	it	it
hppn.....,0	hppn.....,0	#BigTech,0
----------
51052,"@USER	51052,"@USER	cockroach
...and	...and	33366,@USER
how	how	how
very	very	very
irrelevant.	irrelevant.	@
		
		
But	But	But
if	if	if
they	they	they
didn't	didn't	didn't
find	find	find
weed,	weed,	“conservatives”
they	they	they
would	would	would
have	have	have
dug	dug	95200,@USER
up	up	up
an	an	an
8th	8th	dresses
grade	grade	grade
picture	picture	picture
of	of	of
him	him	him
wearing	wearing	wearing
a	a	a
hoodie	hoodie	week,1
and	and	and
talk	talk	talk
about	about	about
what	what	what
a	a	a
thug""	thug""	whoopin’,1
he	he	he
is.""",0	is.""",0	towards
----------
32059,"#Chequers	32059,"#Chequers	53840,@USER
is	is	is
dead.	dead.	Old
D.e.a.d.	D.e.a.d.	Translation:
Time	Time	Time
to	to	to
move	move	move
on.	on.	on.
#SuperCanada	#SuperCanada	represented
has	has	has
been	been	been
offered	offered	guy
and	and	and
we	we	we
should	should	should
take	take	take
it.	it.	it.
		
Time	Time	Time
for	for	for
the	the	the
@USER	@USER	@USER
to	to	to
face	face	mastermind
the	the	the
fact,	fact,	shooter
retire	retire	society.
Mrs	Mrs	told.
May	May	May
and	and	and
appoint	appoint	💀,0
a	a	a
new	new	new
leader,	leader,	is!!!
probably	probably	probably
@USER",0	@USER",0	@USER",0
----------
77649,"#Auspol	77649,"#Auspol	hurricane.
Flawed	Flawed	knee
though	though	though
they	they	they
were	were	were
in	in	in
many	many	many
ways	ways	hurry
as	as	as
individuals	individuals	sake
,	,	,
Our	Our	Our
		
Labor	Labor	compromise
PMs	PMs	it,1
have	have	have
always	always	always
battled	battled	Can’t
on	on	on
and	and	and
achieved	achieved	Can’t
a	a	a
lot	lot	lot
for	for	for
the	the	the
nation.	nation.	WOMEN
Recently,	Recently,	😹,1
apart	apart	apart
from	from	from
gun	gun	gun
control,	control,	control,
what	what	what
have	have	have
the	the	the
LNP	LNP	party,
actually	actually	actually
done	done	done
_for_	_for_	maintain
the	the	the
nation??	nation??	demonRATs
		
Go	Go	Go
on,	on,	serial
make	make	make
a	a	a
list.	list.	one!
URL",0	URL",0	URL",0
----------
32061,And	32061,And	36167,@USER
she	she	she
has	has	has
a	a	a
pet???	pet???	tortured""
Fucking	Fucking	places
disgusting	disgusting	disgusting
URL,1	URL,1	URL,1
----------
88660,"#MAGA	88660,"#MAGA	!!!!,0
		
BREAKING	BREAKING	mastermind
NEWS:	NEWS:	tolerance
		
The	The	The
DNC	DNC	Q
stole	stole	discovered
their	their	their
playbook	playbook	Brought
from	from	from
George	George	George
Costanza	Costanza	done!
on	on	on
Seinfeld.	Seinfeld.	different?,0
		
Now	Now	Now
at	at	at
least	least	least
we	we	we
know	know	know
what	what	what
we're	we're	we're
up	up	up
against.	against.	impossible
		
DNC	DNC	animal
Rule	Rule	unemployment
#1:	#1:	showing.
		
It's	It's	behavior
not	not	not
a	a	a
lie,	lie,	role
if	if	if
you	you	you
believe	believe	believe
it.	it.	it.
		
WATCH:	WATCH:	tolerance
URL",0	URL",0	URL",0
----------
63129,"#LiberalHypocrisy	63129,"#LiberalHypocrisy	BULLSHIT
#TacoBell	#TacoBell	tolerance
When	When	When
Liberals	Liberals	Liberals
ask	ask	ask
why	why	why
your	your	your
against	against	against
illegal	illegal	illegal
immigration?	immigration?	REALLY
Taco	Taco	#VoteDemsOut
Bell	Bell	whistle.
Employee:	Employee:	❤️,0
No	No	No
Habla	Habla	:
Ingles!""	Ingles!""	RIVER
URL",1	URL",1	URL",1
----------
79653,"5	79653,"5	Clearly
years	years	years
ago	ago	ago
Antifa	Antifa	Antifa
rapper	rapper	POLICE
Pavlos	Pavlos	serial
Fyssas	Fyssas	tolerance
surrounded	surrounded	One
by	by	by
		
fascists	fascists	92805,And
of	of	of
the	the	the
Golden	Golden	adults
Dawn	Dawn	tolerance
Party	Party	racism
in	in	in
Keratsini,	Keratsini,	doctrine
Athens,	Athens,	showing.
and	and	and
stabbed	stabbed	Tyler!
to	to	to
death.	death.	here.
		
		
Five	Five	is!!!
years	years	years
later	later	39342,@USER
WE	WE	WE
DO	DO	dresses
NOT	NOT	NOT
FORGET	FORGET	wasting
WE	WE	WE
DO	DO	Antifa.,0
NOT	NOT	NOT
FORGIVE	FORGIVE	Scandals
		
URL	URL	URL
URL",0	URL",0	URL",0
----------
99016,"#CollegeFootball	99016,"#CollegeFootball	57463,@USER
		
2021	2021	#RINOs
6'7	6'7	I
285	285	tolerance
DT/OL	DT/OL	#RINOs
Gallatin,	Gallatin,	tortured""
TN	TN	States.
URL	URL	URL
""just	""just	Calling
turned	turned	Manafort
15	15	price
yrs	yrs	yrs
old	old	old
Aug	Aug	SCHMUCK!
1st	1st	1st
2018""	2018""	pervert
""Above	""Above	tolerance
average	average	average
movement""	movement""	hurry
""He	""He	REPUBLICAN
is	is	is
a	a	a
Dog""	Dog""	blind.
#SEC	#SEC	hurry
#PAC12	#PAC12	83321,@USER
#BIG12	#BIG12	WEEK
#BIG10	#BIG10	old,1
URL",0	URL",0	URL",0
----------
57283,@USER	57283,@USER	48175,@USER
@USER	@USER	@USER
Then	Then	Then
we	we	we
agree.	agree.	Tories
Common	Common	bashing
ground.	ground.	asshole
		
And	And	And
I	I	I
don't	don't	don't
like	like	like
the	the	the
Bushes.	Bushes.	Congress.
		
Particularly	Particularly	showing.
HW.	HW.	impossible
		
URL,0	URL,0	URL,0
----------
74797,#BlackInkCrewCHI	74797,#BlackInkCrewCHI	THIS
lily	lily	killer
they	they	they
don’t	don’t	don’t
hate	hate	hate
you....you	you....you	bhakt
Hate	Hate	Build
you.	you.	you.
You	You	You
are	are	are
your	your	your
own	own	own
worst	worst	worst
enemy	enemy	enemy
cause	cause	cause
you	you	you
let	let	let
your	your	your
anger	anger	BITCHES
get	get	get
in	in	in
the	the	the
way	way	way
I	I	I
legit	legit	legit
feel	feel	feel
like	like	like
Shes	Shes	win.,0
one	one	one
of	of	of
the	the	the
kids	kids	kids
I	I	I
Work	Work	aur
with	with	with
at	at	at
my	my	my
job,1	job,1	Richard
----------
25177,#JusticeForSoniasFather	25177,#JusticeForSoniasFather	86943,@USER
		
Mr	Mr	Mr
Usman	Usman	Really?""",0
buzdar	buzdar	old,1
sb!	sb!	showing.
please	please	please
respond	respond	respond
to	to	to
Sonia	Sonia	Ah
Iqbal	Iqbal	whistle.
daughter	daughter	daughter
of	of	of
PTI	PTI	Translation:
counsellor	counsellor	Black
from	from	from
okara	okara	students.
whose	whose	63429,@USER
father	father	father
was	was	was
killed	killed	Go
during	during	during
elections	elections	v.
by	by	by
nawaz	nawaz	69899,@USER
league	league	Pm
killers.	killers.	person.
She	She	She
is	is	is
saying	saying	saying
she	she	she
will	will	will
commit	commit	spirit
suicide	suicide	#BoomingEconomy
in	in	in
front	front	front
of	of	of
media.	media.	They're
Where	Where	Where
is	is	is
justice?,1	justice?,1	canon,0
----------
68831,".@USER	68831,".@USER	answers
‘Listen	‘Listen	whistle.
To	To	To
The	The	The
#ACLU,	#ACLU,	tortured""
#Antifa,	#Antifa,	fun!!!!,1
#BlackLivesMatter’	#BlackLivesMatter’	path
If	If	If
You	You	You
Want	Want	to:
More	More	More
Chicago	Chicago	Chicago
Shootings	Shootings	POLICE
URL	URL	URL
via	via	via
@USER	@USER	@USER
		
#Sessions",0	#Sessions",0	focus
----------
60621,@USER	60621,@USER	57782,@USER
(((ruth	(((ruth	didn't.
porat)))	porat)))	POLICE
another	another	another
coincidence?	coincidence?	Thursday!
these	these	these
are	are	are
NOT	NOT	NOT
good	good	good
people.	people.	version
		
And	And	And
now	now	now
people	people	people
like	like	like
her	her	her
are	are	are
shapping	shapping	MASS
the	the	the
narrative	narrative	treat
by	by	by
censoring	censoring	election,0
search	search	portion
results	results	State
😡,0	😡,0	THERES
----------
87428,@USER	87428,@USER	21367,@USER
-	-	-
WORST	WORST	gone
POTUS.	POTUS.	#ANTIFA
		
EVER!,1	EVER!,1	terrible
----------
39400,#Conservatives	39400,#Conservatives	Really?""",0
have	have	have
no	no	no
genetic	genetic	flag""""",0
ability	ability	fair
to	to	to
understand	understand	understand
#hypocrisy	#hypocrisy	accuser
or	or	or
#irony.	#irony.	tolerance
Right	Right	Right
wing	wing	wing
ideology	ideology	don't.
gets	gets	gets
ya	ya	ya
all	all	all
twisted	twisted	understand
in	in	in
knots.	knots.	spotlight
#onpoli	#onpoli	liar
		
#Ontario	#Ontario	48410,@USER
		
#PartyOfYesteryear	#PartyOfYesteryear	BULLSHIT,1
		
@USER	@USER	@USER
		
#FraudNation	#FraudNation	fault
URL,1	URL,1	URL,1
----------
90355,(6)	90355,(6)	focused
he	he	he
got	got	got
angry	angry	#MeToo
with	with	with
me	me	me
for	for	for
stating	stating	typical
I	I	I
had	had	had
checked	checked	checked
the	the	the
drawer	drawer	told.
and	and	and
that	that	that
I	I	I
don’t	don’t	don’t
see	see	see
why	why	why
he	he	he
is	is	is
making	making	making
the	the	the
argument	argument	argument
that	that	that
it	it	it
could	could	could
still	still	still
be	be	be
my	my	my
fault	fault	fault
in	in	in
this	this	this
particular	particular	particular
instance.	instance.	put
#ohreally,0	#ohreally,0	tortured""
----------
38003,"#ALDUB165thWeeksary	38003,"#ALDUB165thWeeksary	we
😘	😘	serial
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
		
Be	Be	Be
thankful	thankful	thankful
for	for	for
what	what	what
you	you	you
are	are	are
NOW,	NOW,	tolerance
and	and	and
keep	keep	keep
fighting	fighting	fighting
for	for	for
what	what	what
you	you	you
want	want	want
to	to	to
be	be	be
tomorrow.",0	tomorrow.",0	Can’t
----------
62788,#OITNB.	62788,#OITNB.	Article
She	She	She
is	is	is
the	the	the
worst	worst	worst
public	public	public
defender.	defender.	beautiful!
Trailing	Trailing	Hockey
her	her	her
pen	pen	decision
uner	uner	Survival
the	the	the
words.,1	words.,1	fun!!!!,1
----------
28484,#Trademark	28484,#Trademark	50314,Affirmative.
Attorney	Attorney	citizens
Daniela	Daniela	killer
Paull	Paull	tolerance
will	will	will
be	be	be
in	in	in
Paris	Paris	clinton
next	next	next
week	week	week
attending	attending	deserves
the	the	the
32nd	32nd	“conservatives”
Annual	Annual	#BigTech,0
@USER	@USER	@USER
conference	conference	last
-	-	-
do	do	do
get	get	get
in	in	in
touch	touch	companies
if	if	if
you	you	you
are	are	are
also	also	also
attending	attending	deserves
and	and	and
would	would	would
like	like	like
to	to	to
set	set	Its
up	up	up
a	a	a
meeting	meeting	meeting
URL	URL	URL
#IP,0	#IP,0	one!
----------
91471,#TIMETRAVELTHURSDAY	91471,#TIMETRAVELTHURSDAY	focus
#MAXDRIVETIMETRAVELTHURSDAY	#MAXDRIVETIMETRAVELTHURSDAY	disorder
You	You	You
Are	Are	Are
#OnAirWithShine	#OnAirWithShine	tolerance
#NP	#NP	canon,0
Home	Home	warped
with	with	with
you	you	you
		
-	-	-
@USER	@USER	@USER
		
On	On	On
The	The	The
#MaxDrive	#MaxDrive	noses
w.@USER	w.@USER	different?,0
the	the	the
		
#RadioENCHANTRESS,0	#RadioENCHANTRESS,0	#Jesus
----------
84343,And	84343,And	daughter
never	never	never
regretted	regretted	50235,6
it	it	it
..	..	..
not	not	not
even	even	even
during	during	during
our	our	our
hardest	hardest	incapable
times	times	load
!!	!!	68792,@USER
URL,0	URL,0	URL,0
----------
88745,#TheView	88745,#TheView	all
#BothamJean	#BothamJean	noses
I	I	I
don't	don't	don't
believe	believe	believe
#AmyGuyger	#AmyGuyger	become.
she	she	she
is	is	is
a	a	a
lying	lying	lying
pos!	pos!	mastermind
I	I	I
live	live	live
near	near	them,
a	a	a
police	police	police
station..I	station..I	Syracuse.,1
hope	hope	hope
and	and	and
pray	pray	DNC
a	a	a
cop	cop	cop
doesn't	doesn't	doesn't
bust	bust	tolerance
up	up	up
in	in	in
my	my	my
house	house	house
thinking	thinking	thinking
it's	it's	it's
his/hers	his/hers	discovered
and	and	and
kills	kills	kills
me..my	me..my	showing.
God..we/people	God..we/people	NOBEL!,0
of	of	of
color	color	color
are	are	are
police	police	police
prey..we're	prey..we're	is!!!
always	always	always
in	in	in
police	police	police
cross-hairs..no	cross-hairs..no	suddenly
matter	matter	matter
what,1	what,1	POLICE
----------
70443,"#Antifa,	70443,"#Antifa,	Patriots-
September	September	grows
22:	22:	Where’s
Stop	Stop	Stop
the	the	the
fascist	fascist	most
NVU	NVU	tolerance
in	in	in
#Amsterdam!	#Amsterdam!	❤️,0
URL",1	URL",1	URL",1
----------
90402,#BecauseOfTories	90402,#BecauseOfTories	we
we	we	we
have	have	have
the	the	the
lowest	lowest	race
youth	youth	youth
unemployment	unemployment	unemployment
since	since	head
records	records	extra
began	began	third
👏🏼	👏🏼	Congress.
		
URL,0	URL,0	URL,0
----------
90327,And	90327,And	painful
that’s	that’s	that’s
why	why	why
you	you	you
were	were	were
at	at	at
NYFW	NYFW	incapable
cause	cause	cause
your	your	your
such	such	such
a	a	a
class	class	class
act..	act..	Accused
getcho	getcho	tolerance
wack	wack	damn
ass	ass	ass
outta	outta	caged
here	here	here
URL,1	URL,1	URL,1
----------
85687,#MAGA	85687,#MAGA	Congress.
#Kavanaugh	#Kavanaugh	#Kavanaugh
#DrainTheDeepState	#DrainTheDeepState	MISTAKE
@USER	@USER	@USER
		
		
I'd	I'd	I'd
like	like	like
to	to	to
see	see	see
@USER	@USER	@USER
interviewed	interviewed	10329,@USER
again.	again.	again.
In	In	countries
his	his	his
book	book	stupid
ALL	ALL	ALL
OUT	OUT	OUT
WAR	WAR	moron
he	he	he
laid	laid	POLICE
out	out	out
a	a	a
lot	lot	lot
that	that	that
is	is	is
happening	happening	mood
today.	today.	extreme
✓DC	✓DC	is!!!
Secret	Secret	Order""
Resistance	Resistance	headed
Society	Society	Junior
✓ANTIFA	✓ANTIFA	suddenly
✓	✓	together,1
A	A	A
White	White	White
House	House	House
meeting.	meeting.	We
Be	Be	Be
interesting	interesting	interesting
to	to	to
hear	hear	hear
him	him	him
2	2	2
yrs	yrs	yrs
